_id,site,datetime,stat,BCSTAT,BCSTAT_txt,BP,BP_txt,CO,CO_txt,H2S,H2S_txt,INT_T,INT_T_txt,NO,NO_txt,NO2,NO2_txt,NOX,NOX_txt,NOY,NOY_txt,NOYDIF,NOYDIF_txt,OUT_RH,OUT_RH_txt,OUT_T,OUT_T_txt,OZONE,OZONE_txt,OZONE2,OZONE2_txt,PER_F,PER_F_txt,PER_F2,PER_F2_txt,PM10,PM10_txt,PM10_FL,PM10_FL_txt,PM10B,PM10B_txt,PM25,PM25_txt,PM25(2),PM25(2)_txt,PM25_FL,PM25_FL_txt,PM25B,PM25B_txt,PM25T,PM25T_txt,RWD,RWD_txt,RWS,RWS_txt,SIGTHETA,SIGTHETA_txt,SO2,SO2_txt,SONICWD,SONICWD_txt,SONICWS,SONICWS_txt,UVPM,UVPM_txt
688,Glassport High Street,2016-01-19T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Glassport High Street,2016-01-19T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Glassport High Street,2016-01-19T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Glassport High Street,2016-01-20T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Glassport High Street,2016-01-20T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Glassport High Street,2016-01-20T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Glassport High Street,2016-01-20T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Glassport High Street,2016-01-20T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Glassport High Street,2016-01-20T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Glassport High Street,2016-01-21T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Glassport High Street,2016-01-21T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Glassport High Street,2016-01-21T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Glassport High Street,2016-01-21T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Glassport High Street,2016-01-21T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Glassport High Street,2016-01-21T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Harrison Township,2016-01-15T00:00:00,Count,,,,,,,,,24,,24,,24,,24,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Avalon,2016-02-01T00:00:00,Avg,,,738.8,,,,,,21.5,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,37.2,,0,,320,,4.6,,,
704,Harrison Township,2016-01-15T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Harrison Township,2016-01-15T00:00:00,Min,,,,,,,,,16.1,,0,,0.005,,0.005,,,,,,,,,,0.001,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Harrison Township,2016-01-15T00:00:00,Max,,,,,,,,,24,,0.063,,0.045,,0.105,,,,,,,,,,0.035,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Harrison Township,2016-01-15T00:00:00,Hr. of Max,,,,,,,,,12,,8,,1,,8,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Harrison Township,2016-01-15T00:00:00,Avg,,,,,,,,,20.6,,0.012,,0.025,,0.038,,,,,,,,,,0.016,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Harrison Township,2016-01-16T00:00:00,Count,,,,,,,,,24,,24,,24,,24,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Harrison Township,2016-01-16T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Harrison Township,2016-01-16T00:00:00,Min,,,,,,,,,14.5,,0,,0.003,,0.003,,,,,,,,,,0.013,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Harrison Township,2016-01-16T00:00:00,Max,,,,,,,,,21,,0.001,,0.014,,0.014,,,,,,,,,,0.029,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Harrison Township,2016-01-16T00:00:00,Hr. of Max,,,,,,,,,0,,12,,0,,0,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Harrison Township,2016-01-16T00:00:00,Avg,,,,,,,,,18.9,,0,,0.005,,0.005,,,,,,,,,,0.021,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Harrison Township,2016-01-17T00:00:00,Count,,,,,,,,,24,,24,,24,,24,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Harrison Township,2016-01-17T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Harrison Township,2016-01-17T00:00:00,Min,,,,,,,,,14,,0,,0.001,,0.002,,,,,,,,,,0.024,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Harrison Township,2016-01-17T00:00:00,Max,,,,,,,,,19.4,,0,,0.006,,0.007,,,,,,,,,,0.032,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Harrison Township,2016-01-17T00:00:00,Hr. of Max,,,,,,,,,4,,23,,11,,11,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Harrison Township,2016-01-17T00:00:00,Avg,,,,,,,,,17.1,,0,,0.002,,0.003,,,,,,,,,,0.027,,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Harrison Township,2016-01-18T00:00:00,Count,,,,,,,,,24,,24,,24,,24,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Harrison Township,2016-01-18T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Harrison Township,2016-01-18T00:00:00,Min,,,,,,,,,13.3,,0,,0.003,,0.004,,,,,,,,,,0.022,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Harrison Township,2016-01-18T00:00:00,Max,,,,,,,,,21.2,,0.001,,0.006,,0.007,,,,,,,,,,0.028,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Harrison Township,2016-01-18T00:00:00,Hr. of Max,,,,,,,,,20,,15,,7,,8,,,,,,,,,,18,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Harrison Township,2016-01-18T00:00:00,Avg,,,,,,,,,16.1,,0,,0.004,,0.005,,,,,,,,,,0.025,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Harrison Township,2016-01-19T00:00:00,Count,,,,,,,,,24,,24,,24,,24,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Harrison Township,2016-01-19T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Harrison Township,2016-01-19T00:00:00,Min,,,,,,,,,14.1,,0,,0.003,,0.004,,,,,,,,,,0.002,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Harrison Township,2016-01-19T00:00:00,Max,,,,,,,,,22,,0.016,,0.028,,0.044,,,,,,,,,,0.027,,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Avalon,2016-02-02T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,24,,24,,24,,24,,,
1082,Avalon,2016-02-06T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,Avalon,2016-02-10T00:00:00,Min,,,732.6,,,,,,19.7,,,,,,,,,,,,,,-8.5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,21.5,,0,,245,,7,,,
731,Harrison Township,2016-01-19T00:00:00,Hr. of Max,,,,,,,,,18,,22,,22,,22,,,,,,,,,,15,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Harrison Township,2016-01-19T00:00:00,Avg,,,,,,,,,17.7,,0.002,,0.009,,0.012,,,,,,,,,,0.02,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Harrison Township,2016-01-20T00:00:00,Count,,,,,,,,,24,,24,,24,,24,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Harrison Township,2016-01-20T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Harrison Township,2016-01-20T00:00:00,Min,,,,,,,,,14.3,,0,,0.01,,0.013,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Harrison Township,2016-01-20T00:00:00,Max,,,,,,,,,22.4,,0.057,,0.029,,0.086,,,,,,,,,,0.02,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Harrison Township,2016-01-20T00:00:00,Hr. of Max,,,,,,,,,18,,7,,7,,7,,,,,,,,,,13,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Harrison Township,2016-01-20T00:00:00,Avg,,,,,,,,,18.6,,0.012,,0.018,,0.032,,,,,,,,,,0.01,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Harrison Township,2016-01-21T00:00:00,Count,,,,,,,,,15,,15,,15,,15,,,,,,,,,,15,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Harrison Township,2016-01-21T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Harrison Township,2016-01-21T00:00:00,Min,,,,,,,,,13.8,,0,,0.009,,0.012,,,,,,,,,,0.001,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Harrison Township,2016-01-21T00:00:00,Max,,,,,,,,,21.4,,0.017,,0.026,,0.044,,,,,,,,,,0.025,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,Harrison Township,2016-01-21T00:00:00,Hr. of Max,,,,,,,,,14,,7,,7,,7,,,,,,,,,,14,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Harrison Township,2016-01-21T00:00:00,Avg,,,,,,,,,16.7,,0.006,,0.016,,0.022,,,,,,,,,,0.011,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Avalon,2016-01-30T00:00:00,Min,,,735.2,,,,,,19.4,,,,,,,,,,,,,,-5.9,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,21.1,,0,,78,,1.5,,,
18,Avalon,2016-01-31T00:00:00,Avg,,,735,,,,,,21.5,,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,29.1,,0,,181,,4.6,,,
27,Avalon,2016-02-02T00:00:00,Min,,,738.1,,,,,,20,,,,,,,,,,,,,,-3.2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,22.8,,0,,5,,1.5,,,
1445,Avalon,2016-02-11T00:00:00,Hr. of Max,,,22,,,,,,2,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,6,,19,,21,,1,,,
745,Lawrenceville,2016-01-15T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,,24,,24,,,
746,Lawrenceville,2016-01-15T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Lawrenceville,2016-01-15T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,9.8,,,,3,,1.1,,,
748,Lawrenceville,2016-01-15T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,88.1,,,,358,,9,,,
749,Lawrenceville,2016-01-15T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,6,,,,1,,10,,,
750,Lawrenceville,2016-01-15T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,33.8,,,,131,,3.6,,,
1083,Avalon,2016-02-06T00:00:00,Min,,,745.4,,,,,,20.1,,,,,,,,,,,,,,-2.2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,19.1,,0,,18,,1.5,,,
170,Lawrenceville,2016-01-29T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Avalon,2016-02-06T00:00:00,Max,,,748.6,,,,,,22.8,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,59.1,,0.002,,254,,8.1,,,
1240,Glassport High Street,2016-02-08T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Avalon,2016-01-30T00:00:00,Max,,,740.2,,,,,,23.1,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,74.5,,0.001,,185,,6.6,,,
11,Avalon,2016-01-30T00:00:00,Hr. of Max,,,0,,,,,,0,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,22,,23,,13,,12,,,
12,Avalon,2016-01-30T00:00:00,Avg,,,737.7,,,,,,21.3,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,33,,0,,145,,3.7,,,
22,Avalon,2016-02-01T00:00:00,Max,,,743.6,,,,,,22.8,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,56.9,,0.001,,353,,8.4,,,
751,Lawrenceville,2016-01-16T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,,24,,24,,,
752,Lawrenceville,2016-01-16T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Lawrenceville,2016-01-16T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,14.8,,,,201,,1.8,,,
754,Lawrenceville,2016-01-16T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,50,,,,288,,11.1,,,
755,Lawrenceville,2016-01-16T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,0,,,,17,,9,,,
756,Lawrenceville,2016-01-16T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,20.4,,,,261,,7.5,,,
135,Harrison Township,2016-01-30T00:00:00,Min,,,,,,,,,12.5,,0,,0.004,,0.005,,,,,,,,,,0.001,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Harrison Township,2016-01-30T00:00:00,Max,,,,,,,,,21.8,,0.009,,0.025,,0.032,,,,,,,,,,0.038,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Harrison Township,2016-01-30T00:00:00,Hr. of Max,,,,,,,,,12,,8,,0,,0,,,,,,,,,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Harrison Township,2016-01-30T00:00:00,Avg,,,,,,,,,18.3,,0.002,,0.013,,0.016,,,,,,,,,,0.02,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Lawrenceville,2016-01-17T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,,24,,24,,,
758,Lawrenceville,2016-01-17T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Lawrenceville,2016-01-17T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,13.2,,,,9,,0.9,,,
760,Lawrenceville,2016-01-17T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,63.6,,,,346,,15.9,,,
761,Lawrenceville,2016-01-17T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,8,,,,4,,23,,,
1443,Avalon,2016-02-11T00:00:00,Min,,,739.3,,,,,,19.6,,,,,,,,,,,,,,-10.4,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,20.1,,0,,255,,3.1,,,
1081,Avalon,2016-02-06T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,24,,24,,24,,24,,,
506,Avalon,2016-02-05T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Lawrenceville,2016-01-17T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,22.1,,,,286,,7.3,,,
2201,Liberty,2016-02-21T00:00:00,Hr. of Max,,,,,,,3,,16,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,21,,18,,,
1516,Avalon,2016-02-12T00:00:00,Max,,,746.7,,,,,,22.7,,,,,,,,,,,,,,-6.1,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,62.9,,0.002,,334,,9.1,,,
2092,Avalon,2016-02-20T00:00:00,Max,,,740.1,,,,, D ,22.7,,,,,,,,,,,,,,19.6,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,50.4,,0.002,,341,,15.2,,,
13,Avalon,2016-01-31T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,24,,24,,24,,24,,,
15,Avalon,2016-01-31T00:00:00,Min,,,732.9,,,,,,20.1,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,17.7,,0,,83,,1.9,,,
21,Avalon,2016-02-01T00:00:00,Min,,,732.9,,,,,,19.8,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,20.3,,0,,11,,1.6,,,
763,Lawrenceville,2016-01-18T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,,24,,24,,,
764,Lawrenceville,2016-01-18T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Lawrenceville,2016-01-18T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,16.5,,,,243,,8.3,,,
766,Lawrenceville,2016-01-18T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,23.7,,,,279,,13.2,,,
767,Lawrenceville,2016-01-18T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,15,,,,0,,14,,,
768,Lawrenceville,2016-01-18T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,20,,,,260,,10.8,,,
1803,Avalon,2016-02-16T00:00:00,Min,,,729.7,,,,,,20.4,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,16.4,,0,,105,,2.1,,,
1086,Avalon,2016-02-06T00:00:00,Avg,,,747,,,,,,21.5,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,32.8,,0.001,,179,,4.2,,,
769,Lawrenceville,2016-01-19T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,,24,,24,,,
770,Lawrenceville,2016-01-19T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Lawrenceville,2016-01-19T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,13,,,,244,,3.5,,,
772,Lawrenceville,2016-01-19T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,23,,,,289,,11.2,,,
773,Lawrenceville,2016-01-19T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,11,,,,21,,9,,,
1585,Avalon,2016-02-13T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,24,,24,,24,,24,,,
2305,Avalon,2016-02-23T00:00:00,Count,,,24,,,,0,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,24,,24,,24,,24,,,
774,Lawrenceville,2016-01-19T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,18.6,,,,265,,8.4,,,
1153,Avalon,2016-02-07T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,24,,24,,24,,24,,,
1657,Avalon,2016-02-14T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,24,,24,,24,,24,,,
1154,Avalon,2016-02-07T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Avalon,2016-02-07T00:00:00,Min,,,736.3,,,,,,19.3,,,,,,,,,,,,,,-3.6,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,12.9,,0,,38,,1.3,,,
1156,Avalon,2016-02-07T00:00:00,Max,,,745.1,,,,,,22.7,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,74.2,,0.002,,245,,6.2,,,
1157,Avalon,2016-02-07T00:00:00,Hr. of Max,,,0,,,,,,17,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,5,,12,,14,,14,,,
2984,Lawrenceville 2,2016-03-03T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11798,Parkway East (Near Road),2016-07-03T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Avalon,2016-01-31T00:00:00,Max,,,737,,,,,,22.9,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,48.5,,0.001,,263,,9.9,,,
17,Avalon,2016-01-31T00:00:00,Hr. of Max,,,8,,,,,,23,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,19,,22,,16,,14,,,
1085,Avalon,2016-02-06T00:00:00,Hr. of Max,,,0,,,,,,16,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,21,,18,,18,,13,,,
775,Lawrenceville,2016-01-20T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,,24,,24,,,
776,Lawrenceville,2016-01-20T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,Lawrenceville,2016-01-20T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,14.3,,,,5,,1.5,,,
778,Lawrenceville,2016-01-20T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,57.3,,,,354,,6.4,,,
779,Lawrenceville,2016-01-20T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,9,,,,3,,20,,,
780,Lawrenceville,2016-01-20T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,24.4,,,,336,,3.1,,,
1158,Avalon,2016-02-07T00:00:00,Avg,,,741.1,,,,,,21.1,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,38.5,,0,,135,,3,,,
1297,Avalon,2016-02-09T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,24,,23,,24,,24,,,
26,Avalon,2016-02-02T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
